"","Kingdom","Phylum","Class","Order","Lineage","Clade","Tribe"
"574862","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"651935","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__MIZ46","f__","g__","s__"
"658184","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__","s__"
"659802","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"522667","k__Archaea","p__Euryarchaeota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanospirillaceae","g__Methanospirillum","s__"
"530716","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","unclassified","unclassified","unclassified"
"622229","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"595384","k__Bacteria","p__Cyanobacteria","c__Chloroplast","unclassified","unclassified","unclassified","unclassified"
"646963","k__Bacteria","p__Planctomycetes","c__Planctomycetia","o__Pirellulales","f__Pirellulaceae","g__","s__"
"591864","k__Bacteria","p__Verrucomicrobia","c__Opitutae","o__Opitutales","f__Opitutaceae","g__Opitutus","s__"
"649064","k__Bacteria","p__Verrucomicrobia","c__Opitutae","o__Opitutales","f__Opitutaceae","g__Opitutus","s__"
"640696","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","g__","s__"
"659636","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"628088","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Luteolibacter","s__"
"630215","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__","s__"
"659595","k__Bacteria","p__Verrucomicrobia","c__Opitutae","o__Opitutales","f__Opitutaceae","g__Opitutus","s__"
"630938","k__Bacteria","p__Verrucomicrobia","c__Opitutae","o__[Cerasicoccales]","f__[Cerasicoccaceae]","g__","s__"
"654304","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","g__","s__"
"659999","k__Bacteria","p__Chlorobi","c__Chlorobia","o__Chlorobiales","f__Chlorobiaceae","g__Prosthecochloris","s__"
"650539","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__YS2","f__","g__","s__"
"657855","k__Bacteria","p__Actinobacteria","c__Thermoleophilia","o__Solirubrobacterales","f__Patulibacteraceae","g__Patulibacter","s__"
"414443","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"653008","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","bacV","unclassified","unclassified"
"658254","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Mycobacteriaceae","g__Mycobacterium","s__"
"655660","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Bdellovibrionales","f__Bdellovibrionaceae","g__Bdellovibrio","s__"
"652505","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylocystaceae","g__","s__"
"639598","k__Bacteria","p__Elusimicrobia","c__Elusimicrobia","o__Elusimicrobiales","f__","g__","s__"
"658152","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","unclassified","unclassified","unclassified"
"658814","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"654775","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"649656","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"655238","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"625397","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Paludibacter","s__"
"636999","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"658486","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Telmatospirillum","s__"
"655648","k__Bacteria","p__OP3","c__BD4-9","o__","f__","g__","s__"
"654463","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__","s__"
"641246","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"592475","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","unclassified","unclassified","unclassified"
"660327","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Planococcaceae","unclassified","unclassified"
"618803","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Myxococcales","f__Polyangiaceae","unclassified","unclassified"
"658190","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__"
"656600","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","f__auto67_4W","g__","s__"
"626807","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__MSBL3","f__","g__","s__"
"645950","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"649743","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Sinobacteraceae","g__Nevskia","s__"
"480730","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Sinobacteraceae","g__","s__"
"463866","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","unclassified"
"625050","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","unclassified","unclassified"
"623231","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__","g__","s__"
"632668","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"659704","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"524439","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__","g__","s__"
"325269","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"626891","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"650531","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__","f__","g__","s__"
"593099","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Christensenellaceae","g__","s__"
"600203","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"605057","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__","s__"
"580874","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"639804","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"658289","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__","s__"
"622220","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","unclassified","unclassified","unclassified"
