"","Kingdom","Phylum","Class","Order","Lineage","Clade","Tribe"
"624964","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Phenylobacterium","s__"
"585406","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","alfI","alfI-A","alfI-A1"
"627165","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"649827","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"649944","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","unclassified","unclassified","unclassified"
"659950","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobulbaceae","g__Desulfobulbus","s__"
"627349","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"658252","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","g__","s__"
"592814","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"603328","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"656915","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"654518","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"656071","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylocystaceae","g__","s__"
"659837","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","f__auto67_4W","g__","s__"
"596576","k__Bacteria","p__TM6","c__SJA-4","o__S1198","f__","g__","s__"
"614809","k__Bacteria","p__Actinobacteria","c__OPB41","o__","f__","g__","s__"
"655726","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ethanoligenens","s__"
"537161","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__","g__","s__"
"659354","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"654465","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylocystaceae","g__Methylosinus","s__"
"627945","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Rhabdochlamydiaceae","g__CandidatusRhabdochlamydia","s__"
"643720","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"650773","k__Bacteria","p__Armatimonadetes","c__SJA-176","o__RB046","f__","g__","s__"
"660035","k__Bacteria","p__TM6","c__SBRH58","o__","f__","g__","s__"
"657655","k__Bacteria","p__Bacteroidetes","c__Cytophagia","o__Cytophagales","f__Cytophagaceae","g__","s__"
"637183","k__Bacteria","p__OD1","c__","o__","f__","g__","s__"
"591474","k__Bacteria","p__OD1","c__","o__","f__","g__","s__"
"658424","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Bdellovibrionales","f__Bacteriovoracaceae","g__","s__"
"646531","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Rhabdochlamydiaceae","g__CandidatusRhabdochlamydia","s__"
"645727","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","unclassified","unclassified","unclassified"
"653166","k__Bacteria","p__Actinobacteria","c__Thermoleophilia","o__Solirubrobacterales","unclassified","unclassified","unclassified"
"631023","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__","g__","s__"
"658330","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","unclassified","unclassified","unclassified"
"649188","k__Bacteria","p__Verrucomicrobia","c__[Spartobacteria]","o__[Chthoniobacterales]","f__[Chthoniobacteraceae]","g__","s__"
"636935","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"582485","k__Bacteria","p__WS5","c__","o__","f__","g__","s__"
"620210","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Bdellovibrionales","f__Bacteriovoracaceae","g__","s__"
"630627","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__","g__","s__"
"656391","k__Bacteria","p__Planctomycetes","c__Planctomycetia","o__Gemmatales","f__Isosphaeraceae","g__","s__"
"618920","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"592077","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Dehalobacteriaceae","g__Dehalobacterium","s__"
"650198","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"639548","k__Bacteria","p__SR1","c__","o__","f__","g__","s__"
"659294","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"630385","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylocystaceae","g__","s__"
"626021","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Methylophilales","f__","g__","s__"
"656672","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Magnetospirillum","s__"
"618844","k__Bacteria","p__Armatimonadetes","c__SJA-176","o__RB046","f__","g__","s__"
"634546","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__","s__"
"608400","k__Bacteria","p__Acidobacteria","c__Holophagae","o__Holophagales","f__Holophagaceae","g__","s__"
"659729","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__","g__","s__"
"652842","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","alfVII","unclassified","unclassified"
"658324","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"644044","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__","g__","s__"
"654679","k__Bacteria","p__Cyanobacteria","c__Synechococcophycideae","o__Synechococcales","f__Synechococcaceae","g__Synechococcus","s__"
"641167","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","unclassified","unclassified"
"660128","k__Bacteria","p__Spirochaetes","c__Spirochaetes","o__Spirochaetales","f__Spirochaetaceae","g__Spirochaeta","s__aurantia"
"623320","k__Bacteria","p__OP3","c__koll11","o__GIF10","unclassified","unclassified","unclassified"
"594628","k__Bacteria","p__Acidobacteria","c__Holophagae","o__Holophagales","f__Holophagaceae","g__","s__"
"637032","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"621720","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","unclassified","unclassified","unclassified"
"660217","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__SBla14","f__","g__","s__"
"658335","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"626796","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","f__","g__","s__"
"202309","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","unclassified","unclassified"
"644528","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"626849","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","unclassified","unclassified","unclassified"
"523763","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__EB1017","g__","s__"
"597878","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"646461","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Myxococcales","f__","g__","s__"
"650576","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","f__","g__","s__"
"650585","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","unclassified","unclassified"
"637799","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"628166","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__WCHD3-30","f__","g__","s__"
"648160","k__Bacteria","p__Firmicutes","unclassified","unclassified","unclassified","unclassified","unclassified"
"650300","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__","s__"
"627340","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__WCHD3-30","f__","g__","s__"
"459801","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"657312","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","f__Ellin515","g__","s__"
"581244","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","f__auto67_4W","g__","s__"
"646860","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"646289","k__Bacteria","p__OD1","unclassified","unclassified","unclassified","unclassified","unclassified"
"654294","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__","s__"
"639600","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","unclassified","unclassified","unclassified"
"592311","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__","f__","g__","s__"
"630876","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"649636","k__Bacteria","p__Lentisphaerae","c__[Lentisphaeria]","o__Victivallales","f__Victivallaceae","g__","s__"
"560055","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"646829","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"627258","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__Solibacteraceae","g__CandidatusSolibacter","s__"
"588912","k__Bacteria","p__Tenericutes","c__Mollicutes","o__RF39","f__","g__","s__"
"637747","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophobacteraceae","g__Syntrophobacter","s__"
"658491","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylocystaceae","g__","s__"
"643280","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"653067","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","bacI","unclassified","unclassified"
"659723","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__","g__","s__"
"638736","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophaceae","g__","s__"
"547910","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"609890","k__Bacteria","p__Planctomycetes","c__Phycisphaerae","o__WD2101","f__","g__","s__"
"649502","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophaceae","g__","s__"
"604168","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"660265","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__SBla14","f__","g__","s__"
"642226","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__Pelosinus","s__"
"632699","k__Bacteria","p__SR1","c__","o__","f__","g__","s__"
"651367","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","betII","Pnec","PnecA"
"611200","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"615829","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"205083","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"622249","k__Bacteria","p__Bacteroidetes","c__Cytophagia","o__Cytophagales","f__","g__","s__"
"649263","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Rhabdochlamydiaceae","g__CandidatusRhabdochlamydia","s__"
"656914","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Rhodocyclales","f__Rhodocyclaceae","g__Propionivibrio","s__"
"587980","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"611844","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfuromonadales","f__Geobacteraceae","g__Geobacter","s__"
"630848","k__Bacteria","p__Proteobacteria","c__TA18","o__PHOS-HD29","f__","g__","s__"
"657365","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Gallionellales","f__Gallionellaceae","g__Gallionella","s__"
"636309","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"631779","k__Bacteria","p__TM6","c__SJA-4","o__S1198","f__","g__","s__"
"654547","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"646625","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__Rhabdochlamydiaceae","g__CandidatusRhabdochlamydia","s__"
"549511","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Rhodoplanes","s__"
"391495","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"611437","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"559775","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobulbaceae","g__Desulfobulbus","s__"
"635937","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"518135","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"636899","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"654611","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophobacteraceae","g__Syntrophobacter","s__"
"657980","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"414361","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"612851","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"655016","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"657395","k__Bacteria","p__Verrucomicrobia","c__[Spartobacteria]","o__[Chthoniobacterales]","f__[Chthoniobacteraceae]","g__","s__"
"637141","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Tremblayales","f__","g__","s__"
"649558","k__Archaea","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"650477","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","unclassified","unclassified","unclassified"
"649496","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","f__","g__","s__"
"571238","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"656568","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","g__","s__"
"601987","k__Bacteria","p__TM6","c__SJA-4","o__S1198","f__","g__","s__"
"649620","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"618912","k__Bacteria","p__Actinobacteria","c__OPB41","o__","f__","g__","s__"
"640886","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"636485","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"659490","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__","g__","s__"
"548154","k__Bacteria","p__OP3","c__","o__","f__","g__","s__"
"281375","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__[Tissierellaceae]","g__Anaerococcus","s__"
"539058","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"654907","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Methylophilales","unclassified","unclassified","unclassified"
"650647","k__Bacteria","p__Armatimonadetes","c__SJA-176","o__RB046","f__","g__","s__"
"631044","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__MIZ46","f__","g__","s__"
"559534","k__Bacteria","p__SR1","c__","o__","f__","g__","s__"
"638403","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","f__","g__","s__"
"630844","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Bdellovibrionales","f__Bdellovibrionaceae","g__Bdellovibrio","s__bacteriovorus"
"645003","k__Bacteria","p__SR1","c__","o__","f__","g__","s__"
"640682","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"649896","unknown","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"520070","unknown","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"657812","k__Bacteria","p__OP3","c__BD4-9","o__","f__","g__","s__"
"655686","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"620768","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"645047","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Rhodocyclales","f__Rhodocyclaceae","unclassified","unclassified"
"658276","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"654831","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Staphylococcaceae","g__Staphylococcus","s__sciuri"
"643059","k__Archaea","p__[Parvarchaeota]","c__[Parvarchaea]","o__YLA114","f__","g__","s__"
"650711","k__Bacteria","p__Elusimicrobia","c__Elusimicrobia","o__Elusimicrobiales","unclassified","unclassified","unclassified"
"612552","k__Bacteria","p__TM6","c__SJA-4","o__S1198","f__","g__","s__"
"637802","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"605449","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Tremblayales","f__","g__","s__"
"650210","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"627741","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"650672","k__Bacteria","p__Spirochaetes","c__[Leptospirae]","o__[Leptospirales]","f__Sediment-4","g__","s__"
"641969","k__Bacteria","p__GN02","c__GKS2-174","o__","f__","g__","s__"
"652427","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"650984","k__Bacteria","p__OD1","c__ABY1","o__","f__","g__","s__"
"495021","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Bdellovibrionales","f__Bdellovibrionaceae","g__Bdellovibrio","s__"
"650360","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Caloramator","s__"
"631761","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Telmatospirillum","s__"
"647617","k__Bacteria","p__Armatimonadetes","c__[Fimbriimonadia]","o__[Fimbriimonadales]","f__[Fimbriimonadaceae]","g__Fimbriimonas","s__"
"577948","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"566572","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"660205","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","unclassified","unclassified","unclassified"
"620446","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"630300","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Telmatospirillum","s__"
"604900","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__","s__"
"649424","k__Bacteria","p__OP3","c__BD4-9","o__","f__","g__","s__"
"650416","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"659762","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobulbaceae","g__Desulfobulbus","s__"
"571814","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","unclassified","unclassified","unclassified"
"615714","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__","g__","s__"
"642540","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Telmatospirillum","s__"
"630469","unknown","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"658496","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"628758","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"538943","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"593570","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"632059","k__Bacteria","p__WS3","c__PRR-12","o__Sediment-1","f__","g__","s__"
"621462","k__Bacteria","p__Planctomycetes","c__Phycisphaerae","o__Phycisphaerales","f__","g__","s__"
"646333","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__","s__"
"648141","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobulbaceae","g__","s__"
"614573","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"559236","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"596702","k__Bacteria","p__Elusimicrobia","c__","o__","f__","g__","s__"
"649293","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Spirobacillales","f__","g__","s__"
"623513","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Methylococcales","f__Crenotrichaceae","g__Crenothrix","s__"
"618345","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","unclassified","unclassified"
"465776","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodobacterales","alfVI","unclassified","unclassified"
"636138","k__Bacteria","p__Verrucomicrobia","c__Opitutae","o__Opitutales","f__Opitutaceae","g__Opitutus","s__"
"594337","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__","g__","s__"
"657249","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__","s__"
"652738","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__","s__"
"650612","k__Bacteria","p__OD1","c__ABY1","o__","f__","g__","s__"
"624703","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__","s__"
"646427","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"639872","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Corynebacteriaceae","g__Corynebacterium","s__"
"618835","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"642239","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"659751","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__Rickettsiaceae","g__","s__"
"611695","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Tremblayales","f__","g__","s__"
"640468","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Myxococcales","f__Myxococcaceae","g__","s__"
"577921","k__Bacteria","p__OD1","c__","o__","f__","g__","s__"
"657273","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","alfI","alfI-B","alfI-B1"
"660276","k__Bacteria","p__Lentisphaerae","c__[Lentisphaeria]","o__Victivallales","f__Victivallaceae","g__","s__"
"627159","k__Bacteria","p__Fusobacteria","c__Fusobacteriia","o__Fusobacteriales","f__","g__","s__"
"650169","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"656389","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","bacI","bacI-A","bacI-A2"
"657577","k__Bacteria","p__OP3","c__PBS-25","o__","f__","g__","s__"
"616916","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","Luna1","Luna1-A","Luna1-A3"
"650584","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__putealis"
"648139","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfobacterales","f__Desulfobulbaceae","g__","s__"
"568123","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"522646","k__Bacteria","p__OP3","c__BD4-9","o__","f__","g__","s__"
"642678","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"636878","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Nitrosomonadales","f__Nitrosomonadaceae","g__","s__"
"656558","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"584107","k__Bacteria","p__OD1","unclassified","unclassified","unclassified","unclassified","unclassified"
"637131","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"639493","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"620467","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"480474","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Alteromonadales","f__211ds20","g__","s__"
"604396","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"650735","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"459843","k__Bacteria","p__Cyanobacteria","c__Chloroplast","unclassified","unclassified","unclassified","unclassified"
"649481","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"595432","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","unclassified","unclassified","unclassified"
"630650","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__Rickettsiaceae","g__","s__"
"654208","k__Bacteria","p__Chloroflexi","c__Dehalococcoidetes","o__GIF9","f__","g__","s__"
"636179","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Mycobacteriaceae","g__Mycobacterium","unclassified"
"626658","k__Archaea","p__Crenarchaeota","c__MCG","o__pGrfC26","f__","g__","s__"
"459484","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__NKB15","f__","g__","s__"
"626901","k__Archaea","p__Crenarchaeota","c__MCG","o__pGrfC26","f__","g__","s__"
"610058","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophaceae","g__Desulfomonile","s__"
"649599","k__Bacteria","p__OP3","c__koll11","o__GIF10","f__","g__","s__"
"632802","k__Bacteria","p__Elusimicrobia","c__Elusimicrobia","o__Elusimicrobiales","f__","g__","s__"
"586145","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
