"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"MAH08AUG07.R1",615,0.00542005420054201,0.00759359178510037,0.000868563434873641,6,-2.50245117085152,0.006,999
"MAH08AUG07.R2",610,0.00555555555555555,0.00766859755930794,0.000849940740581106,5.5,-2.48610509281823,0.0055,999
"MAH08JUN05",616,0.00685425685425685,0.00765041737263959,0.000857851050827348,169.5,-0.928087128429684,0.1695,999
"MAH08SEP08",347,0.00720461095100865,0.0111286438535878,0.00132648491421478,2.5,-2.95821901970293,0.0025,999
"MAH09JUL07.R1",608,0.00639619883040936,0.007680103348963,0.000855566415335624,72.5,-1.50064857098205,0.0725,999
"MAH09JUL07.R2",523,0.00562991289568727,0.00850595656204324,0.000938123877121202,2.5,-3.06573975622666,0.0025,999
"MAH09JUN08",584,0.00475646879756469,0.00792049660010086,0.000859601356469415,1,-3.68080829412785,0.001,999
"MAH09OCT05",592,0.00572447447447447,0.00781026897768639,0.000867717472319832,5.5,-2.40377146911145,0.0055,999
"MAH09OCT08",451,0.00578960335057896,0.00934785487631016,0.00108434651041576,1,-3.28147090579642,0.001,999
"MAH10AUG07.R1",604,0.00533480500367918,0.00768465301209966,0.000824045152069774,1,-2.85160103486844,0.001,999
"MAH10AUG07.R2",585,0.0050332383665717,0.00788547331757208,0.000874811189635107,1,-3.26040062677991,0.001,999
"MAH11AUG05",656,0.00635162601626016,0.00732083709725986,0.000816839753418924,125,-1.18653760048163,0.125,999
"MAH11SEP07.R1",346,0.00690430314707771,0.0111569501421781,0.0013578972603471,1,-3.13178847861684,0.001,999
"MAH11SEP07.R2",299,0.00706057227796358,0.0123590703300848,0.00154371626940574,1,-3.43230045386574,0.001,999
"MAH12AUG08",543,0.00450173930836914,0.00824765833973937,0.000898621826056566,1,-4.16851552316339,0.001,999
"MAH12JUL07.R1",607,0.00448471535786198,0.00770512412467382,0.00082116860410046,1,-3.92173878875898,0.001,999
"MAH12JUL07.R2",523,0.00690461015508817,0.00848033076628785,0.000963670158906965,50,-1.63512442160389,0.05,999
"MAH13JUL05",644,0.00629744651483782,0.00740517950662878,0.00083036048324793,80,-1.33403866650554,0.08,999
"MAH13JUN08",481,0.00589050589050589,0.00901513664276427,0.00101598711406151,1,-3.07546297488691,0.001,999
"MAH13SEP05",555,0.00710710710710711,0.00815951086221356,0.000950581707052111,146.5,-1.1071155138995,0.1465,999
"MAH15AUG08",457,0.00668611718939946,0.00928475278098424,0.00103893264982033,6.5,-2.50125510256529,0.0065,999
"MAH15JUN05",666,0.00608942275608942,0.00723404418766447,0.000780755141879912,66.5,-1.4660440516844,0.0665,999
"MAH15OCT07.R1",610,0.00555555555555555,0.00765565200902177,0.000851713495032424,9,-2.46573110055779,0.009,999
"MAH15OCT07.R2",535,0.0059190031152648,0.00837036413360401,0.000936545057402462,4,-2.61745123628984,0.004,999
"MAH16JUL07.R1",598,0.00492382014121145,0.00777747275331816,0.000881931102930511,1.5,-3.23568655490719,0.0015,999
"MAH16JUL07.R2",560,0.0066468253968254,0.00809678726345393,0.000918899227851192,53.5,-1.57793349116117,0.0535,999
"MAH18AUG05",646,0.00799793601651187,0.00737958460696679,0.00080700159669265,773,0.766233192200958,0.773,999
"MAH18JUL08",316,0.00615330520393812,0.0118523938847427,0.00147853171920394,1,-3.8545596328992,0.001,999
"MAH18SEP07.R1",599,0.0054720831014654,0.00778816286143313,0.000871269269403905,1.5,-2.65828239477827,0.0015,999
"MAH18SEP07.R2",535,0.00602284527518172,0.00837150754077026,0.000949910530785758,6,-2.47250892528346,0.006,999
"MAH20JUL05",578,0.00461361014994233,0.00793565576341432,0.000912736888281045,1,-3.63965306554925,0.001,999
"MAH20JUL07.R1",508,0.00568678915135608,0.00861414783112071,0.000964326535999712,1.5,-3.03565086148942,0.0015,999
"MAH20JUL07.R2",393,0.00720949957591179,0.0101894373876279,0.00119839694821984,2,-2.48660330464184,0.002,999
"MAH20JUN07.R1",549,0.00546448087431694,0.00819196042834982,0.000954516893330227,1.5,-2.85744503118949,0.0015,999
"MAH20JUN07.R2",489,0.00443081117927744,0.00882306983193145,0.000994148121754673,1,-4.41811291148614,0.001,999
"MAH20SEP05",540,0.00709876543209876,0.00828585787433524,0.000931375018934571,104.5,-1.27455903165025,0.1045,999
"MAH20SEP08",598,0.00678186547751765,0.00779383991944378,0.00084047151228764,128,-1.20405561298763,0.128,999
"MAH21AUG08",422,0.00513428120063191,0.00977530980163945,0.0011482191976103,1,-4.04193607863948,0.001,999
"MAH22AUG07.R1",572,0.00485625485625486,0.00802638302638303,0.000884212024788606,1,-3.58525792598904,0.001,999
"MAH22AUG07.R2",522,0.00510855683269476,0.00847345855860117,0.00097573461450749,1,-3.44858291985969,0.001,999
"MAH22JUL08",360,0.0058641975308642,0.0107845499820808,0.00132750612411639,1,-3.70646309032414,0.001,999
"MAH22JUN05",664,0.00610776439089692,0.00725080837195964,0.000797982120833211,75,-1.43241803446576,0.075,999
"MAH23JUL07.R1",582,0.00448644520809469,0.0078796818964822,0.000856858481570502,1,-3.96008998144966,0.001,999
"MAH23JUL07.R2",554,0.00641797031688728,0.00812163948946941,0.000897549994382037,27.5,-1.89813289871959,0.0275,999
"MAH23OCT07.R1",56,0.0148809523809524,0.036478939256717,0.00670784171362292,1,-3.21981164700136,0.001,999
"MAH23OCT07.R2",49,0.0215419501133787,0.0393999441618489,0.00712085195093905,3,-2.50784515272997,0.003,999
"MAH24AUG05",539,0.00783343640486498,0.00832888134475436,0.000946938096305187,299,-0.523207316109192,0.299,999
"MAH24AUG07.R1",502,0.00675077467906153,0.00867589590475823,0.000985430156468662,21,-1.95358464834836,0.021,999
"MAH24AUG07.R2",462,0.00565175565175565,0.00922086107271292,0.00102616962308861,1,-3.47808524112693,0.001,999
"MAH24JUN08",579,0.0054691997697179,0.00795306916972624,0.000850448140023885,1.5,-2.92065945366002,0.0015,999
"MAH24SEP07.R1",634,0.00499474237644585,0.00748505252536097,0.000815225421834363,2,-3.05475035765151,0.002,999
"MAH24SEP07.R2",589,0.00396151669496321,0.00787790242610088,0.000852047706189415,1,-4.59643949826799,0.001,999
"MAH25SEP05",635,0.00691163604549431,0.00748158482191728,0.000835224213383892,246,-0.682390150201505,0.246,999
"MAH26JUL07.R1",598,0.00445930880713489,0.00777700777700778,0.000862969271768112,1,-3.84451576482596,0.001,999
"MAH26JUL07.R2",572,0.00398212898212898,0.00798370242814687,0.000860865284259059,1,-4.64831550207303,0.001,999
"MAH26JUN07.R1",617,0.00468215379074374,0.00760394826665311,0.000831945374577121,1,-3.51200278911884,0.001,999
"MAH26JUN07.R2",565,0.0056047197640118,0.00804166998857264,0.000879152718604914,4.5,-2.77193048828641,0.0045,999
"MAH26MAY08",489,0.00613496932515337,0.00891461786712866,0.00102132184938769,2,-2.72161860009335,0.002,999
"MAH27AUG07.R1",498,0.00557786702365016,0.00872715642907521,0.00100060123168349,1,-3.14739709057367,0.001,999
"MAH27AUG07.R2",436,0.00458715596330275,0.00951346351448288,0.00110558707920112,1,-4.45582952610101,0.001,999
"MAH27JUL05",706,0.00542965061378659,0.00693658720098758,0.000764986219313627,23,-1.96988723346293,0.023,999
"MAH28JUN07.R1",691,0.00578871201157742,0.00705634079166801,0.000763046695461471,39,-1.66127287835768,0.039,999
"MAH28JUN07.R2",704,0.00576073232323232,0.00696624654957988,0.000759073634540363,49,-1.58813871473421,0.049,999
"MAH28SEP08",503,0.00695825049701789,0.00865809480786287,0.000939750156620924,31.5,-1.80882578084066,0.0315,999
"MAH29JUL08",581,0.00631095811818703,0.00789630709309424,0.00089118762871459,35,-1.77891717055571,0.035,999
"MAH29JUN05",665,0.00543024227234754,0.00723848326187507,0.000808471533591546,10.5,-2.23661676929382,0.0105,999
"MAH30AUG05",610,0.00555555555555555,0.00767370284674474,0.000837560485924813,6,-2.52894844824297,0.006,999
"MAH30JUL07.R1",198,0.00645342312008979,0.0161761087687014,0.00226337110288415,1,-4.29566571572033,0.001,999
"MAH30JUL07.R2",139,0.0119904076738609,0.02064054462136,0.0029280708916955,2,-2.95421021807644,0.002,999
"NSE01MAY08",145,0.00651340996168582,0.0200725629844404,0.00295960247657394,1,-4.58141021643243,0.001,999
"NSH01MAY08",191,0.0101803374054683,0.0166321062190754,0.00240451820053369,3.5,-2.68318568442323,0.0035,999
"NSE01NOV08",152,0.0127923976608187,0.019436834495314,0.00286727764388673,5.5,-2.31733290588785,0.0055,999
"NSH01NOV08",157,0.0127388535031847,0.0190976539171868,0.0028072032235993,7.5,-2.26517280991473,0.0075,999
"NSE02JUN08",144,0.00848765432098765,0.0200860582805027,0.00291890892072978,1,-3.97354089301808,0.001,999
"NSH02JUN08",207,0.00966183574879227,0.0157621389505447,0.00218926784144734,4,-2.78645814196929,0.004,999
"NSE03JUL08.R1",175,0.0111111111111111,0.0176347776347776,0.00249659866940711,4,-2.6130217097391,0.004,999
"NSE03JUL08.R2",179,0.00837988826815642,0.0173062572193547,0.002429880415592,1,-3.67358364383684,0.001,999
"NSH03JUL08.R1",245,0.0054421768707483,0.0140262711691283,0.00177311402796201,1,-4.84125338980395,0.001,999
"NSH03JUL08.R2",220,0.00858585858585859,0.0150322039210928,0.00198746965535628,1,-3.24349371466435,0.001,999
"NSE03MAY08",121,0.0114784205693297,0.0227674874139521,0.00337044776199272,1,-3.34942643880288,0.001,999
"NSH03MAY08",176,0.00757575757575758,0.0176050419105975,0.00256057651569628,1,-3.91680712267749,0.001,999
"NSE04AUG08",180,0.00925925925925926,0.0174130921044501,0.00245383997100816,1,-3.32288696146753,0.001,999
"NSH04AUG08",222,0.00600600600600601,0.0149556463370277,0.00204189370554186,1,-4.38300990239192,0.001,999
"NSE04MAY08",121,0.0114784205693297,0.022769785396048,0.00343909712037713,1,-3.28323523049566,0.001,999
"NSH04MAY08",199,0.00865438302624232,0.0161948659994444,0.00220803252875935,1,-3.41502349942235,0.001,999
"NSE04OCT08",157,0.0130927105449398,0.0189683668098389,0.00282288551879038,21,-2.08143625584107,0.021,999
"NSH04OCT08",202,0.0104510451045105,0.0160190443468771,0.00219216034258053,8,-2.53995984427501,0.008,999
"NSE05JUN08",156,0.00997150997150997,0.0190040467818246,0.00272108351094723,1,-3.31946328511259,0.001,999
"NSH05JUN08",241,0.00691562932226833,0.0141896160798881,0.00191065839289987,1,-3.80705770568427,0.001,999
"NSE05MAY08",131,0.0114503816793893,0.0214361944641843,0.00322036043522344,1,-3.1008369981114,0.001,999
"NSH05MAY08",197,0.00620417371686407,0.0162830625323575,0.00224878103051478,1,-4.48193429183553,0.001,999
"NSU06APR08",189,0.00911228689006467,0.016792218438309,0.00227716855708073,1,-3.37257930440151,0.001,999
"NSE06APR08",225,0.00888888888888889,0.0148024567777654,0.00198415683074174,1,-2.9803933828486,0.001,999
"NSH06APR08",271,0.00656006560065601,0.0131191051650256,0.00166810960156116,1,-3.93201954969332,0.001,999
"NSE07JUL08",158,0.00914205344585091,0.0188937179091891,0.00275385946109441,1,-3.54109009595673,0.001,999
"NSH07JUL08",161,0.0082815734989648,0.0186597916066515,0.00270451012449754,1.5,-3.83737447077031,0.0015,999
"NSE09JUN08",179,0.00869025450031037,0.017253752821723,0.00245020365857137,1,-3.49501491088531,0.001,999
"NSH09JUN08",256,0.00737847222222222,0.0136210429179179,0.00177470321595658,1,-3.51752937593618,0.001,999
"NSE09OCT08",188,0.0121158392434988,0.0168143912233747,0.00238705011851192,21.5,-1.96835078720715,0.0215,999
"NSH09OCT08",185,0.0114114114114114,0.0169965761557353,0.00240946393900085,15,-2.31801134431584,0.015,999
"NSE09SEP08",200,0.00944444444444444,0.0161505950394839,0.00216794191626877,2,-3.09332576888471,0.002,999
"NSH09SEP08",318,0.00646401118099231,0.0118287399908644,0.00146253459502346,1,-3.66810387127014,0.001,999
"NSE10JUL08",131,0.00678541136556404,0.0214476563077072,0.0031778512783896,1,-4.61388644643351,0.001,999
"NSH1JUL08",128,0.00824652777777778,0.0218286863252141,0.00328383111049219,1,-4.13607097637874,0.001,999
"NSE11AUG08",257,0.00713359273670558,0.0136026644889593,0.00180744493959914,1,-3.57912521179677,0.001,999
"NSH11AUG08",263,0.00718208702999578,0.0134251277048066,0.00177671335480159,1,-3.51381423342091,0.001,999
"NSE11JUL08",143,0.0108780108780109,0.0202284646729091,0.00292023035816138,1,-3.20195760199734,0.001,999
"NSH11JUL08",117,0.01329534662868,0.0232126713608195,0.00349405694081895,1,-2.83834090288611,0.001,999
"NSH12JUL08",147,0.00869236583522298,0.0198645357375516,0.00302669515011543,1,-3.69121082508179,0.001,999
"NSE13JUL08",149,0.0052199850857569,0.0197173310521558,0.0027647731991024,1,-5.24359320724953,0.001,999
"NSH13JUL08",165,0.00942760942760943,0.0183826924567665,0.00266264839064605,1,-3.36322402184853,0.001,999
"NSE14AUG08",155,0.00716845878136201,0.0191539209460356,0.00281510270750916,1,-4.25755768437967,0.001,999
"NSH14AUG08",247,0.00652271704903284,0.0139593034329876,0.00182925190448849,1,-4.06537031105854,0.001,999
"NSE14JUL08",134,0.00538971807628524,0.0211575588855854,0.00307036415904814,1,-5.13549533296678,0.001,999
"NSH14JUL08",208,0.00854700854700855,0.0157072136238803,0.00220064835516643,2,-3.25367978944107,0.002,999
"NSE15JUL08",173,0.00867052023121387,0.0177939660919751,0.00252235845906658,1,-3.61702985868924,0.001,999
"NSH15JUL08",202,0.00605060506050605,0.0159595789408771,0.00219953369236961,1,-4.50503391457297,0.001,999
"NSE15SEP08",150,0.0114814814814815,0.0197356615875134,0.0029082314707624,3,-2.8382129101533,0.003,999
"NSH15SEP08",255,0.00958605664488017,0.0137621281412131,0.00181488852674296,13,-2.30100716093423,0.013,999
"NSE16JUL08",126,0.00749559082892416,0.0219924510047967,0.00325668716003353,1,-4.45141318877041,0.001,999
"NSH16JUL08",212,0.00628930817610063,0.0154976779714725,0.00211785261345095,1,-4.34797480093161,0.001,999
"NSE17JUL08",148,0.00938438438438438,0.019716788860933,0.00290436805797357,1,-3.55753963351248,0.001,999
"NSH17JUL08",198,0.00673400673400673,0.0162598063832632,0.00224061494834746,1,-4.25142198407721,0.001,999
"NSE17JUN08",155,0.0121863799283154,0.0191047678502876,0.00281099848519709,5.5,-2.46118521884834,0.0055,999
"NSH17JUN08",208,0.00908119658119658,0.015632352437908,0.00215760894568009,2,-3.03630362203863,0.002,999
"NSE18AUG08",183,0.00698239222829387,0.0169972644168151,0.00237803180205427,1,-4.21141221907539,0.001,999
"NSH18AUG08",249,0.00691655510932619,0.0139150752716125,0.00181759613091765,1,-3.85042641940099,0.001,999
"NSE18JUL08",140,0.00753968253968254,0.0205538872205539,0.00308077839740477,1,-4.22432353194714,0.001,999
"NSH18JUL08",217,0.00665642601126472,0.0151577588853575,0.00209607831198555,1,-4.05582788843403,0.001,999
"NSE18OCT08",183,0.00880388585306618,0.0171479919506635,0.00243392900514181,1,-3.42824547469129,0.001,999
"NSH18OCT08",188,0.0115248226950355,0.0168664527411572,0.00232958210914918,7,-2.29295633115618,0.007,999
"NSH19JUL08",232,0.00598659003831418,0.014571324197761,0.00193842095888999,1,-4.4287254118232,0.001,999
"NSE19JUL08",130,0.00769230769230769,0.0216207660652105,0.00339595678562902,1,-4.1014828079807,0.001,999
"NSE20JUL08",152,0.0105994152046784,0.0194423224393985,0.00284462580439641,1,-3.10863637004672,0.001,999
"NSH20JUL08",240,0.00462962962962963,0.0142709839469099,0.00196097206277582,1,-4.91661992554478,0.001,999
"NSH21AUG08",199,0.00893355667225014,0.0162510360723649,0.00217985052636727,1,-3.35687209356937,0.001,999
"NSE21JUL08",150,0.00740740740740741,0.0195458421384347,0.00288266254312732,1,-4.21084138341724,0.001,999
"NSH21JUL08",247,0.00697255960413855,0.013926432055087,0.00194865731136064,1,-3.56854558798384,0.001,999
"NSE21MAY08",141,0.00906225374310481,0.0205118436008901,0.00297940803091566,1,-3.84290763097208,0.001,999
"NSH21MAY08",244,0.0063752276867031,0.0140892258378597,0.00185961641906969,1,-4.14816629496943,0.001,999
"NSE21SEP08",117,0.0123456790123457,0.0231870046684861,0.00354058407035987,1,-3.06201616476192,0.001,999
"NSH21SEP08",140,0.00714285714285714,0.020538792761015,0.00312459057861288,1,-4.28726109265322,0.001,999
"NSE22JUL08",166,0.00803212851405622,0.0182464928114192,0.0027155702616698,1,-3.76140674448327,0.001,999
"NSH22JUL08",240,0.00671296296296296,0.0141690301412524,0.00189268583664531,1,-3.93941088052146,0.001,999
"NSE23JUL08",147,0.00642479213907785,0.0198872341729485,0.00291927315873418,1,-4.61157325877241,0.001,999
"NSH23JUL08",240,0.00740740740740741,0.0142267267267267,0.00191944946035598,1,-3.55274752483174,0.001,999
"NSE23JUN08",131,0.00720949957591179,0.0214748251219837,0.00326579390220607,1,-4.36810343005283,0.001,999
"NSH23JUN08",214,0.0083073727933541,0.0154107898136974,0.00205311465256744,1,-3.45982481370945,0.001,999
"NSH23MAY08",211,0.0081621906266456,0.0155476698394023,0.00212052943403569,1,-3.4828468278797,0.001,999
"NSH23OCT08",165,0.0121212121212121,0.0183904443163702,0.00266074982460784,10,-2.35619002477323,0.01,999
"NSE24JUL08",185,0.00900900900900901,0.0170518867215564,0.00236261457705915,1,-3.40422758356071,0.001,999
"NSH24JUL08",273,0.00529100529100529,0.0130146426442723,0.00166474765735517,1,-4.63952438625908,0.001,999
"NSE24MAR08",197,0.0101522842639594,0.0163234300290138,0.00231865544815112,5.5,-2.66151910150135,0.0055,999
"NSH24MAR08",277,0.00762133975130365,0.0130186343583857,0.00164032948786772,1,-3.29037223740823,0.001,999
"NSE26AUG08",214,0.00934579439252336,0.0153161988572165,0.00206235562866702,1.5,-2.89494419958601,0.0015,999
"NSH26AUG08",252,0.00793650793650794,0.0137593501791033,0.00178758558689154,1,-3.25737815592974,0.001,999
"NSE26JUN08",123,0.0130984643179765,0.0224949430008147,0.00348638391717484,1,-2.69519333098937,0.001,999
"NSH26JUN08",205,0.00894308943089431,0.0157493536897331,0.00219033924058827,1.5,-3.10740187305908,0.0015,999
"NSH27SEP08",177,0.00941619585687382,0.0175957501757878,0.00249597029190673,1,-3.27710403662917,0.001,999
"NSH28JUL08",290,0.00708812260536398,0.0125169230533215,0.00161809170023347,1,-3.35506352771863,0.001,999
"NSE28MAY08",168,0.00826719576719577,0.0180279485835041,0.00253495471734162,1,-3.85046436906153,0.001,999
"NSH28MAY08",273,0.00691900691900692,0.0130179019067908,0.00168561958822796,1,-3.61819180933668,0.001,999
"NSU29APR08.R1",110,0.0095959595959596,0.0243283687728132,0.00371661508467929,1,-3.96393192224394,0.001,999
"NSU29APR08.R2",143,0.00699300699300699,0.0203459092347981,0.00305096030163714,1,-4.37662274223168,0.001,999
"NSE29APR08",129,0.0111972437553833,0.0217452594713577,0.00330094838723806,1,-3.19545005815738,0.001,999
"NSH29APR08.R1",162,0.00685871056241427,0.0186747103756706,0.00277402058036906,1,-4.25952132326441,0.001,999
"NSH29APR08.R2",153,0.0065359477124183,0.019294167079207,0.00293660712869741,1,-4.34454416530954,0.001,999
"NSE30APR08",143,0.0066045066045066,0.0203684648129093,0.00300464957591267,1,-4.58088634320087,0.001,999
"NSH30APR08",233,0.00596089651883643,0.0145278802884907,0.00197825290210058,1,-4.33058066567602,0.001,999
"NSE30JUL08",161,0.00690131124913734,0.0186998592795694,0.00281600341101907,1,-4.1898202197711,0.001,999
"NSH30JUL08",252,0.00440917107583774,0.0138129752327283,0.00181055998003295,1,-5.19386502551518,0.001,999
"NSE30JUN08",203,0.00711548987411056,0.0158828779518435,0.00221040760627262,1,-3.96641237247516,0.001,999
"NSH30JUN08",254,0.00765529308836395,0.0136151024165022,0.00186956780014329,1,-3.18780058561209,0.001,999
"NSE30MAY08",163,0.0105657805044308,0.0183595319927972,0.00257144161642483,2.5,-3.03088798072821,0.0025,999
"NSH30MAY08",199,0.0067001675041876,0.016159654908957,0.00224615972226757,1,-4.21140460804796,0.001,999
"NSE31AUG08",129,0.00818260120585702,0.0217995773551329,0.0033564991912265,1,-4.05689838533824,0.001,999
"NSH31AUG08",249,0.00691655510932619,0.0139447792281349,0.00181610775935114,1,-3.869937828645,0.001,999
"NSE31JUL08",178,0.00530586766541823,0.0175331386317653,0.00248989107915021,1,-4.91076540204331,0.001,999
"NSH31JUL08",249,0.00580098170459616,0.0139539360869124,0.0018505019896588,1,-4.40580687179889,0.001,999
"NSE01JUL08.R1",112,0.0104166666666667,0.0240006871951316,0.00382799426047283,1,-3.54860002501338,0.001,999
"NSE01JUL08.R2",114,0.0121832358674464,0.0236035255528433,0.0036803382995997,1.5,-3.10305432700006,0.0015,999
"NSH01JUL08.R1",274,0.0056772100567721,0.0131043452211335,0.00163486848068718,1,-4.54295574971243,0.001,999
"NSH01JUL08.R2",262,0.00572519083969466,0.0134196962017149,0.00175073052126075,1,-4.39502554423921,0.001,999
"NSE01OCT07.R1",156,0.00997150997150997,0.0190728477765515,0.00274807069935047,1,-3.31190089366794,0.001,999
"NSE01OCT07.R2",132,0.0105218855218855,0.0214284149469335,0.00317537720889284,2,-3.43471931287518,0.002,999
"NSE02AUG09.R1",184,0.00785024154589372,0.0170581209228552,0.00238872050713579,1,-3.85473283687018,0.001,999
"NSE02AUG09.R2",159,0.00873515024458421,0.0189511664005025,0.00276783379145541,1,-3.6909789119044,0.001,999
"NSE03JUL07.R1",156,0.00462962962962963,0.0191566210084729,0.00268879837351227,1,-5.4027819720328,0.001,999
"NSE03JUL07.R2",140,0.00555555555555555,0.0205785150229595,0.00312455115039818,1,-4.80803761701563,0.001,999
"NSE03JUL09",186,0.00836320191158901,0.0169509413834384,0.00245234045883303,1,-3.50185450022545,0.001,999
"NSE05JUL07",143,0.0066045066045066,0.0202510202510203,0.00300060696260754,1,-4.5479177435004,0.001,999
"NSE05JUN09.R1",159,0.00978336827393431,0.0188168601865317,0.00280382701598354,2,-3.2218435235487,0.002,999
"NSE05JUN09.R2",134,0.00912106135986733,0.0210160409165384,0.00320228320937936,1,-3.71453078285867,0.001,999
"NSE06AUG09.R1",235,0.00851063829787234,0.0145625530968321,0.0019761045766249,1.5,-3.06254783807856,0.0015,999
"NSE06AUG09.R2",249,0.00736278447121821,0.0139255721585039,0.00185207018118945,1,-3.54348758159416,0.001,999
"NSE07AUG07.R1",233,0.00715307582260372,0.0145608173743605,0.00187394370376447,1,-3.95302246106742,0.001,999
"NSE07AUG07.R2",229,0.00606501698204755,0.0147005326529829,0.00190434357580732,1,-4.53464163748627,0.001,999
"NSE07JUL09",170,0.00718954248366013,0.0180320843719537,0.0025851602342971,1,-4.19414694085358,0.001,999
"NSE07NOV07",152,0.00913742690058479,0.019572935508608,0.00290475723759788,2,-3.59255791601125,0.002,999
"NSE08JUN09.R1",171,0.0126705653021442,0.0178154112527082,0.00253892388180569,16.5,-2.02638841890168,0.0165,999
"NSE08JUN09.R2",154,0.012987012987013,0.0191627413849636,0.00279624552846705,12.5,-2.20857872997164,0.0125,999
"NSE09AUG07",185,0.00750750750750751,0.0169544920295671,0.00235664372853738,1,-4.00866045540228,0.001,999
"NSE10JUL09.R1",106,0.0131027253668763,0.0247548386961385,0.00386438808129462,1,-3.01525444239507,0.001,999
"NSE10JUL09.R2",94,0.00709219858156028,0.0267886089399092,0.0043137797845279,1,-4.56592856895324,0.001,999
"NSE10SEP07.R1",219,0.0076103500761035,0.0152176529649893,0.00209413191991835,1,-3.63267605852761,0.001,999
"NSE10SEP07.R2",177,0.00753295668549906,0.0174870413414042,0.00245231621257888,1,-4.05905429521966,0.001,999
"NSE11JUL07.R1",198,0.00729517396184063,0.0161665593764359,0.00229609067753749,1,-3.86369123022165,0.001,999
"NSE11JUL07.R2",150,0.00666666666666667,0.0195658621584547,0.00290421766777409,1,-4.44153881264504,0.001,999
"NSE11JUN07.R1",88,0.0113636363636364,0.0279515626737849,0.00443116303186247,1,-3.74347009822756,0.001,999
"NSE11JUN07.R2",70,0.0126984126984127,0.032349015682349,0.00529582147307702,1,-3.71058637150749,0.001,999
"NSE11JUN09.R1",234,0.0109211775878443,0.014496928077175,0.00200030252255967,33,-1.78760484926803,0.033,999
"NSE11JUN09.R2",230,0.00990338164251208,0.0146325069030383,0.00193178591184123,5.5,-2.44805867541439,0.0055,999
"NSE12JUN09",119,0.011671335200747,0.0229113333688497,0.00355643897274178,1,-3.16046423241095,0.001,999
"NSE13JUL07.R1",203,0.00957854406130268,0.0158910963508665,0.00218670002547422,1,-2.88679389766541,0.001,999
"NSE13JUL07.R2",156,0.0056980056980057,0.0191509172990654,0.00279668659201364,1,-4.81030360694565,0.001,999
"NSE13JUL09.R1",176,0.0107323232323232,0.0175051945885279,0.00249089627471142,3,-2.71904993594699,0.003,999
"NSE13JUL09.R2",169,0.00657462195923734,0.0180489496728813,0.002618459469916,1,-4.3820910140007,0.001,999
"NSE15JUN09.R1",143,0.00971250971250971,0.0201981313092424,0.00301407906787778,1,-3.47888073291841,0.001,999
"NSE15JUN09.R2",120,0.0111111111111111,0.0229025321617914,0.00361088804470079,1,-3.26551831702037,0.001,999
"NSE15OCT07.R1",124,0.00896057347670251,0.0221893039993398,0.00330729022804755,1,-3.9998698664093,0.001,999
"NSE15OCT07.R2",102,0.0125272331154684,0.0253357933096495,0.00404974083537082,1,-3.16280984756109,0.001,999
"NSE16JUL07.R1",185,0.0045045045045045,0.0169935701467233,0.00237116712297329,1,-5.26705415287571,0.001,999
"NSE16JUL07.R2",169,0.00657462195923734,0.0180884368918557,0.0026265605363734,1,-4.38360920038644,0.001,999
"NSE17JUL09.R1",195,0.0111111111111111,0.0164426534796905,0.00224305550209225,11,-2.37691058629905,0.011,999
"NSE17JUL09.R2",204,0.00599128540305011,0.0158895278720987,0.00223315946378978,1,-4.43239393762359,0.001,999
"NSE17SEP07",118,0.012241054613936,0.0232143631390336,0.0035083295168769,1,-3.12778730512919,0.001,999
"NSE19JUL07.R1",165,0.00572390572390572,0.018339551672885,0.0025506140104601,1,-4.94612116817455,0.001,999
"NSE19JUL07.R2",144,0.00462962962962963,0.0201200428823886,0.0029292921083829,1,-5.28810807513162,0.001,999
"NSE19JUN07.R1",139,0.00839328537170264,0.0206145393995114,0.00299317300178418,1,-4.08304298499415,0.001,999
"NSE19JUN07.R2",130,0.00769230769230769,0.0214979937202159,0.0032645935233913,1,-4.22891423663879,0.001,999
"NSE21AUG07",197,0.00451212633953751,0.0164160212101554,0.00229983360131901,1,-5.17598093348612,0.001,999
"NSE21JUL09.R1",208,0.00854700854700855,0.0157561407561408,0.00212347863069262,2,-3.39496338928582,0.002,999
"NSE21JUL09.R2",190,0.00994152046783626,0.0167187655491749,0.00224370289771748,2,-3.02056261024271,0.002,999
"NSE22JUN07.R1",123,0.0103884372177055,0.0223086681984604,0.00337230714792233,1,-3.53474059683411,0.001,999
"NSE22JUN07.R2",113,0.00786627335299902,0.0237941973438532,0.00365604018764895,1,-4.35660528149084,0.001,999
"NSE22OCT07",111,0.0115115115115115,0.0240771301832363,0.00370716763414952,3,-3.38954692956784,0.003,999
"NSE23AUG07",186,0.00716845878136201,0.0170235946818981,0.00234456367579662,1,-4.20339869728112,0.001,999
"NSE23JUN09.R1",152,0.00913742690058479,0.0193680522627891,0.00291886596185013,1,-3.50500005684386,0.001,999
"NSE23JUN09.R2",125,0.00977777777777778,0.022178623067512,0.00350809975986448,1,-3.5349180863127,0.001,999
"NSE25SEP07.R1",122,0.0122950819672131,0.0223370000237031,0.00350435612290581,1,-2.86555295874531,0.001,999
"NSE25SEP07.R2",116,0.0153256704980843,0.0233423078250664,0.00369469409676775,8.5,-2.16977024809588,0.0085,999
"NSE26JUN09.R1",206,0.00970873786407767,0.0157301314259243,0.00226278235714527,4,-2.66105732300442,0.004,999
