,Kingdom,Phylum,Class,Order,Lineage,Clade,Tribe
Otu4936,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4937,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,unclassified,unclassified
Otu4938,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,unclassified,unclassified,unclassified
Otu4939,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4940,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4941,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__MVS-65,g__,s__
Otu4942,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4943,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4944,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4945,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4946,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,unclassified,unclassified
Otu4947,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Mogibacteriaceae],g__,s__
Otu4948,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4949,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4950,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4951,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4952,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4953,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4955,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4956,k__Bacteria,p__Cyanobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4957,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4958,k__Bacteria,p__Verrucomicrobia,c__[Methylacidiphilae],o__Methylacidiphilales,f__,g__,s__
Otu4959,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,unclassified,unclassified
Otu4960,k__Bacteria,p__Actinobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4961,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4962,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4963,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Paludibacter,s__
Otu4964,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4965,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolinaceae,g__Bellilinea,s__
Otu4966,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,unclassified,unclassified
Otu4967,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,g__Parachlamydia,s__acanthamoebae
Otu4968,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4969,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4970,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4971,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4972,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4973,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4974,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,unclassified,unclassified,unclassified
Otu4975,k__Bacteria,p__WPS-2,c__,o__,f__,g__,s__
Otu4976,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,unclassified,unclassified,unclassified
Otu4977,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4978,k__Bacteria,p__OP3,c__BD4-9,o__,f__,g__,s__
Otu4979,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Curvibacter,s__
Otu4980,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__
Otu4981,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4982,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4983,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4984,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu4985,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4986,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4987,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4988,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,unclassified,unclassified
Otu4989,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4990,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4991,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4992,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__,g__,s__
Otu4993,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4994,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu4995,k__Bacteria,p__Cyanobacteria,c__4C0d-2,unclassified,unclassified,unclassified,unclassified
Otu4996,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__
Otu4997,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu4998,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu4999,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomondales,gamIV,gamIV-A,Pseudo-A1
Otu5000,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5001,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5002,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,unclassified,unclassified
Otu5003,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5004,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Telmatospirillum,s__siberiense
Otu5006,k__Bacteria,p__Cyanobacteria,c__Oscillatoriophycideae,unclassified,unclassified,unclassified,unclassified
Otu5007,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5008,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5009,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__,s__
Otu5010,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5011,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__
Otu5012,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Sinobacteraceae,g__Nevskia,s__
Otu5013,k__Bacteria,p__Actinobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5014,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5015,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5016,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5017,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,unclassified,unclassified,unclassified
Otu5018,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5019,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5020,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5021,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,unclassified,unclassified
Otu5022,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5023,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5024,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5025,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,unclassified,unclassified,unclassified
Otu5026,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,unclassified,unclassified,unclassified
Otu5027,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5028,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__stygium
Otu5029,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5030,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5031,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5032,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5033,k__Bacteria,p__TM6,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5034,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5035,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5036,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5037,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Chromatium,unclassified
Otu5038,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,unclassified,unclassified,unclassified
Otu5039,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5040,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5041,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__,s__
Otu5042,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__auto67_4W,g__,s__
Otu5043,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5044,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5045,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5046,k__Bacteria,p__TM6,c__SJA-4,unclassified,unclassified,unclassified,unclassified
Otu5047,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5048,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Aquicella,s__
Otu5049,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__Opitutales,f__Opitutaceae,g__Opitutus,s__
Otu5050,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],unclassified,unclassified,unclassified
Otu5051,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5052,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5053,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5054,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,unclassified,unclassified
Otu5055,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5056,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5057,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__SBla14,f__,g__,s__
Otu5058,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,unclassified,unclassified
Otu5059,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5060,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,unclassified
Otu5061,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Symbiobacteriaceae,g__Symbiobacterium,unclassified
Otu5062,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5063,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5064,k__Bacteria,p__Verrucomicrobia,c__[Methylacidiphilae],o__S-BQ2-57,f__,g__,s__
Otu5065,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5066,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5067,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5068,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5069,k__Bacteria,p__Acidobacteria,c__BPC102,o__MVS-40,f__,g__,s__
Otu5070,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__N09,s__
Otu5071,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5072,k__Bacteria,p__Spirochaetes,c__Spirochaetes,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__phagedenis
Otu5073,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5074,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5075,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5076,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5077,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,unclassified,unclassified,unclassified,unclassified
Otu5078,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Vagococcus,unclassified
Otu5079,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__Aquicella,s__
Otu5080,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],unclassified,unclassified
Otu5081,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Geothrix,s__
Otu5082,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5083,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5084,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5085,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5086,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5087,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],unclassified,unclassified,unclassified,unclassified
Otu5088,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5089,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,unclassified,unclassified,unclassified
Otu5090,k__Bacteria,p__TM6,c__SJA-4,unclassified,unclassified,unclassified,unclassified
Otu5091,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__
Otu5092,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5093,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5094,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__CandidatusRhodoluna,s__
Otu5095,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5096,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,unclassified,unclassified
Otu5097,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5098,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Acidobacterium,s__
Otu5099,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Prosthecobacter,s__
Otu5100,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,unclassified,unclassified
Otu5101,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5102,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5103,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5104,k__Bacteria,p__OP3,c__koll11,o__GIF10,f__kpj58rc,g__,s__
Otu5105,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5106,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5107,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5108,k__Bacteria,p__Bacteroidetes,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5109,k__Bacteria,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5110,k__Bacteria,p__Proteobacteria,unclassified,unclassified,unclassified,unclassified,unclassified
Otu5111,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__
