lakeid,year4,daynum,sampledate,depth,rep,sta,event,wtemp,o2,o2sat,deck,light,frlight,flagdepth,flagwtemp,flago2,flago2sat,flagdeck,flaglight,flagfrlight
"CB",2006,207,2006-07-26,0.00,1,1,"Non-chem",24.60,7.7,98.2,412,220.41,0.535,,,,,,,
"CB",2006,207,2006-07-26,0.25,1,1,"Non-chem",,,,344,74.70,0.217,,,,,,,
"CB",2006,207,2006-07-26,0.50,1,1,"Non-chem",,,,341,38.22,0.112,,,,,,,
"CB",2006,207,2006-07-26,0.75,1,1,"Non-chem",,,,391,25.42,0.065,,,,,,,
"CB",2006,207,2006-07-26,1.00,1,1,"Non-chem",23.20,4.9,60.9,680,30.64,0.045,,,,,,,
"CB",2006,207,2006-07-26,1.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2006,207,2006-07-26,1.25,1,1,"Non-chem",,,,699,12.79,0.018,,,,,,,
"CB",2006,207,2006-07-26,1.50,1,1,"Non-chem",,,,1124,10.92,0.010,,,,,,,
"CB",2006,207,2006-07-26,1.75,1,1,"Non-chem",,,,881,3.03,0.003,,,,,,,
"CB",2006,207,2006-07-26,2.00,1,1,"Non-chem",16.30,0.3,3.2,,,,,,,,,,
"CB",2006,219,2006-08-07,0.00,1,1,"Quarterly",25.50,7.3,94.6,1790,1468.40,0.820,,,,,,,
"CB",2006,219,2006-08-07,0.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2006,219,2006-08-07,0.25,1,1,"Quarterly",,,,1784,785.77,0.440,,,,,,,
"CB",2006,219,2006-08-07,0.50,1,1,"Quarterly",,,,1775,439.99,0.248,,,,,,,
"CB",2006,219,2006-08-07,0.75,1,1,"Quarterly",,,,1761,188.16,0.107,,,,,,,
"CB",2006,219,2006-08-07,1.00,1,1,"Quarterly",23.20,6.9,85.7,1748,103.55,0.059,,,,,,,
"CB",2006,219,2006-08-07,1.25,1,1,"Quarterly",,,,1747,33.95,0.019,,,,,,,
"CB",2006,219,2006-08-07,1.50,1,1,"Quarterly",,,,1754,8.82,0.005,,,,,,,
"CB",2006,219,2006-08-07,1.75,1,1,"Quarterly",,,,1742,1.76,0.001,,,,,,,
"CB",2006,219,2006-08-07,2.00,1,1,"Quarterly",18.10,0.4,4.5,,,,,,,,,,
"CB",2006,234,2006-08-22,0.00,1,1,"Non-chem",21.70,8.0,96.5,1163,798.54,0.687,,,,,,,
"CB",2006,234,2006-08-22,0.25,1,1,"Non-chem",,,,1231,428.73,0.348,,,,,,,
"CB",2006,234,2006-08-22,0.50,1,1,"Non-chem",,,,1260,202.62,0.161,,,,,,,
"CB",2006,234,2006-08-22,0.75,1,1,"Non-chem",,,,1264,106.91,0.085,,,,,,,
"CB",2006,234,2006-08-22,1.00,1,1,"Non-chem",21.30,7.0,83.8,1129,54.33,0.048,,,,,,,
"CB",2006,234,2006-08-22,1.25,1,1,"Non-chem",,,,1095,30.93,0.028,,,,,,,
"CB",2006,234,2006-08-22,1.50,1,1,"Non-chem",,,,1154,16.60,0.014,,,,,,,
"CB",2006,234,2006-08-22,1.75,1,1,"Non-chem",,,,1226,7.50,0.006,,,,,,,
"CB",2006,234,2006-08-22,2.00,1,1,"Non-chem",17.90,0.3,3.4,1186,2.30,0.002,,,,,,,
"CB",2006,234,2006-08-22,2.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2006,250,2006-09-07,0.00,1,1,"Chem",20.00,8.1,94.5,794,502.71,0.633,,,,,,,
"CB",2006,250,2006-09-07,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2006,250,2006-09-07,0.25,1,1,"Chem",,,,776,262.26,0.338,,,,,,,
"CB",2006,250,2006-09-07,0.50,1,1,"Chem",,,,802,114.35,0.143,,,,,,,
"CB",2006,250,2006-09-07,0.75,1,1,"Chem",,,,795,60.93,0.077,,,,,,,
"CB",2006,250,2006-09-07,1.00,1,1,"Chem",19.80,7.0,81.4,783,30.40,0.039,,,,,,,
"CB",2006,250,2006-09-07,1.25,1,1,"Chem",,,,763,20.62,0.027,,,,,,,
"CB",2006,250,2006-09-07,1.50,1,1,"Chem",,,,805,14.95,0.019,,,,,,,
"CB",2006,250,2006-09-07,1.75,1,1,"Chem",,,,781,10.09,0.013,,,,,,,
"CB",2006,250,2006-09-07,2.00,1,1,"Chem",18.20,0.2,2.3,836,4.45,0.005,,,,,,,
"CB",2006,261,2006-09-18,0.00,1,1,"Non-chem",16.20,6.2,66.9,238,148.73,0.625,,,,,,,
"CB",2006,261,2006-09-18,0.25,1,1,"Non-chem",,,,238,67.62,0.284,,,,,,,
"CB",2006,261,2006-09-18,0.50,1,1,"Non-chem",,,,235,22.55,0.096,,,,,,,
"CB",2006,261,2006-09-18,0.75,1,1,"Non-chem",,,,243,13.39,0.055,,,,,,,
"CB",2006,261,2006-09-18,1.00,1,1,"Non-chem",16.20,6.3,68.0,242,8.36,0.035,,,,,,,
"CB",2006,261,2006-09-18,1.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2006,261,2006-09-18,1.25,1,1,"Non-chem",,,,246,4.85,0.020,,,,,,,
"CB",2006,261,2006-09-18,1.50,1,1,"Non-chem",,,,248,3.08,0.012,,,,,,,
"CB",2006,261,2006-09-18,1.75,1,1,"Non-chem",,,,248,2.20,0.009,,,,,,,
"CB",2006,261,2006-09-18,2.00,1,1,"Non-chem",15.70,1.8,19.2,250,1.56,0.006,,,,,,,
"CB",2006,276,2006-10-03,0.00,1,1,"Chem",14.00,8.6,88.5,273,183.83,0.673,,,,,,,
"CB",2006,276,2006-10-03,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2006,276,2006-10-03,0.25,1,1,"Chem",,,,279,83.96,0.301,,,,,,,
"CB",2006,276,2006-10-03,0.50,1,1,"Chem",,,,281,40.35,0.144,,,,,,,
"CB",2006,276,2006-10-03,0.75,1,1,"Chem",,,,283,21.64,0.076,,,,,,,
"CB",2006,276,2006-10-03,1.00,1,1,"Chem",13.00,7.4,74.5,286,12.89,0.045,,,,,,,
"CB",2006,276,2006-10-03,1.25,1,1,"Chem",,,,286,7.96,0.028,,,,,,,
"CB",2006,276,2006-10-03,1.50,1,1,"Chem",,,,292,5.56,0.019,,,,,,,
"CB",2006,276,2006-10-03,1.75,1,1,"Chem",,,,299,4.28,0.014,,,,,,,
"CB",2006,276,2006-10-03,2.00,1,1,"Chem",12.00,6.6,65.0,,,,,,,,,,
"CB",2006,291,2006-10-18,0.00,1,1,"Non-chem",7.10,9.8,85.9,,181.26,,,,,,"U",,"V"
"CB",2006,291,2006-10-18,0.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2006,291,2006-10-18,0.25,1,1,"Non-chem",,,,,79.32,,,,,,"U",,"V"
"CB",2006,291,2006-10-18,0.50,1,1,"Non-chem",,,,,44.13,,,,,,"U",,"V"
"CB",2006,291,2006-10-18,0.75,1,1,"Non-chem",,,,,22.95,,,,,,"U",,"V"
"CB",2006,291,2006-10-18,1.00,1,1,"Non-chem",6.60,9.8,84.8,,15.41,,,,,,"U",,"V"
"CB",2006,291,2006-10-18,1.25,1,1,"Non-chem",,,,,11.89,,,,,,"U",,"V"
"CB",2006,291,2006-10-18,1.50,1,1,"Non-chem",,,,,8.55,,,,,,"U",,"V"
"CB",2006,291,2006-10-18,1.75,1,1,"Non-chem",,,,,5.77,,,,,,"U",,"V"
"CB",2006,291,2006-10-18,2.00,1,1,"Non-chem",6.00,9.3,79.3,,3.83,,,,,,"U",,"V"
"CB",2006,299,2006-10-26,0.00,1,1,"Quarterly",4.70,10.0,82.5,,394.38,,,,,,"U",,"V"
"CB",2006,299,2006-10-26,0.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2006,299,2006-10-26,0.25,1,1,"Quarterly",,,,,231.88,,,,,,"U",,"V"
"CB",2006,299,2006-10-26,0.50,1,1,"Quarterly",,,,,120.04,,,,,,"U",,"V"
"CB",2006,299,2006-10-26,0.75,1,1,"Quarterly",,,,,67.64,,,,,,"U",,"V"
"CB",2006,299,2006-10-26,1.00,1,1,"Quarterly",4.50,10.0,82.1,,35.08,,,,,,"U",,"V"
"CB",2006,299,2006-10-26,1.25,1,1,"Quarterly",,,,,21.52,,,,,,"U",,"V"
"CB",2006,299,2006-10-26,1.50,1,1,"Quarterly",,,,,13.22,,,,,,"U",,"V"
"CB",2006,299,2006-10-26,1.75,1,1,"Quarterly",,,,,8.66,,,,,,"U",,"V"
"CB",2006,299,2006-10-26,2.00,1,1,"Quarterly",4.40,10.1,82.7,,6.58,,,,,,"U",,"V"
"CB",2006,299,2006-10-26,2.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2007,22,2007-01-22,0.00,1,1,"Chem",0.60,12.1,89.3,246,5.27,0.021,,,,,,,
"CB",2007,22,2007-01-22,0.50,1,1,"Chem",,,,244,3.52,0.014,,,,,,,
"CB",2007,22,2007-01-22,0.75,1,1,"Chem",,,,245,1.76,0.007,,,,,,,
"CB",2007,22,2007-01-22,1.00,1,1,"Chem",3.40,6.0,47.8,246,0.88,0.004,,,,,,,
"CB",2007,22,2007-01-22,2.00,1,1,"Chem",3.80,4.9,39.5,,,,,,,,,,
"CB",2007,22,2007-01-22,2.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2007,52,2007-02-21,0.00,1,1,"Quarterly",0.80,11.5,85.4,1108,31.25,0.028,,,,,,,
"CB",2007,52,2007-02-21,0.50,1,1,"Quarterly",,,,1108,12.40,0.011,,,,,,,
"CB",2007,52,2007-02-21,0.75,1,1,"Quarterly",,,,1105,5.66,0.005,,,,,,,
"CB",2007,52,2007-02-21,1.00,1,1,"Quarterly",2.50,5.2,40.5,1107,2.39,0.002,,,,,,,
"CB",2007,52,2007-02-21,2.00,1,1,"Quarterly",3.70,1.4,11.2,1105,0.88,0.001,,,,,,,
"CB",2007,52,2007-02-21,2.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2007,113,2007-04-23,0.00,1,1,"Quarterly",16.80,10.1,110.4,1802,1216.40,0.675,,,,,,,
"CB",2007,113,2007-04-23,0.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2007,113,2007-04-23,0.25,1,1,"Quarterly",,,,1860,643.17,0.346,,,,,,,
"CB",2007,113,2007-04-23,0.50,1,1,"Quarterly",,,,1875,394.84,0.211,,,,,,,
"CB",2007,113,2007-04-23,0.75,1,1,"Quarterly",,,,1849,174.15,0.094,,,,,,,
"CB",2007,113,2007-04-23,1.00,1,1,"Quarterly",9.10,13.3,122.4,1806,122.26,0.068,,,,,,,
"CB",2007,113,2007-04-23,1.25,1,1,"Quarterly",,,,1803,62.56,0.035,,,,,,,
"CB",2007,113,2007-04-23,1.50,1,1,"Quarterly",,,,1769,34.67,0.020,,,,,,,
"CB",2007,113,2007-04-23,1.75,1,1,"Quarterly",,,,1725,19.21,0.011,,,,,,,
"CB",2007,113,2007-04-23,2.00,1,1,"Quarterly",5.60,10.2,86.1,1714,12.35,0.007,,,,,,,
"CB",2007,128,2007-05-08,0.00,1,1,"Non-chem",16.50,9.2,99.9,1713,1182.80,0.690,,,,,,,
"CB",2007,128,2007-05-08,0.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2007,128,2007-05-08,0.25,1,1,"Non-chem",,,,1709,696.89,0.408,,,,,,,
"CB",2007,128,2007-05-08,0.50,1,1,"Non-chem",,,,1675,430.39,0.257,,,,,,,
"CB",2007,128,2007-05-08,0.75,1,1,"Non-chem",,,,1635,265.00,0.162,,,,,,,
"CB",2007,128,2007-05-08,1.00,1,1,"Non-chem",12.60,8.6,85.8,1592,169.29,0.106,,,,,,,
"CB",2007,128,2007-05-08,1.25,1,1,"Non-chem",,,,1539,110.16,0.072,,,,,,,
"CB",2007,128,2007-05-08,1.50,1,1,"Non-chem",,,,1540,68.22,0.044,,,,,,,
"CB",2007,128,2007-05-08,1.75,1,1,"Non-chem",,,,1542,45.48,0.029,,,,,,,
"CB",2007,128,2007-05-08,2.00,1,1,"Non-chem",8.10,8.1,72.8,1533,26.45,0.017,,,,,,,
"CB",2007,143,2007-05-23,0.00,1,1,"Chem",21.40,8.6,103.2,400,241.99,0.605,,,,,,,
"CB",2007,143,2007-05-23,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2007,143,2007-05-23,0.25,1,1,"Chem",,,,366,116.42,0.318,,,,,,,
"CB",2007,143,2007-05-23,0.50,1,1,"Chem",,,,363,75.38,0.208,,,,,,,
"CB",2007,143,2007-05-23,0.75,1,1,"Chem",,,,364,46.81,0.129,,,,,,,
"CB",2007,143,2007-05-23,1.00,1,1,"Chem",16.10,8.0,86.2,365,32.73,0.090,,,,,,,
"CB",2007,143,2007-05-23,1.25,1,1,"Chem",,,,364,27.14,0.075,,,,,,,
"CB",2007,143,2007-05-23,1.50,1,1,"Chem",,,,366,19.53,0.053,,,,,,,
"CB",2007,143,2007-05-23,1.75,1,1,"Chem",,,,383,10.61,0.028,,,,,,,
"CB",2007,143,2007-05-23,2.00,1,1,"Chem",11.00,7.1,68.3,507,7.06,0.014,,,,,,,
"CB",2007,156,2007-06-05,0.00,1,1,"Non-chem",18.40,6.9,78.0,1445,943.96,0.653,,,,,,,
"CB",2007,156,2007-06-05,0.25,1,1,"Non-chem",,,,1464,499.53,0.341,,,,,,,
"CB",2007,156,2007-06-05,0.50,1,1,"Non-chem",,,,1424,273.69,0.192,,,,,,,
"CB",2007,156,2007-06-05,0.75,1,1,"Non-chem",,,,1394,184.42,0.132,,,,,,,
"CB",2007,156,2007-06-05,1.00,1,1,"Non-chem",17.70,6.7,74.6,1481,130.67,0.088,,,,,,,
"CB",2007,156,2007-06-05,1.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2007,156,2007-06-05,1.25,1,1,"Non-chem",,,,1398,77.86,0.056,,,,,,,
"CB",2007,156,2007-06-05,1.50,1,1,"Non-chem",,,,1378,56.46,0.041,,,,,,,
"CB",2007,156,2007-06-05,1.75,1,1,"Non-chem",,,,1382,38.72,0.028,,,,,,,
"CB",2007,156,2007-06-05,2.00,1,1,"Non-chem",12.00,1.9,18.7,1364,23.56,0.017,,,,,,,
"CB",2007,169,2007-06-18,0.00,1,1,"Chem",24.00,6.8,85.7,1282,1141.10,0.890,,,,,,,
"CB",2007,169,2007-06-18,0.25,1,1,"Chem",,,,1316,630.88,0.479,,,,,,,
"CB",2007,169,2007-06-18,0.50,1,1,"Chem",,,,1337,398.06,0.298,,,,,,,
"CB",2007,169,2007-06-18,0.75,1,1,"Chem",,,,1406,181.00,0.129,,,,,,,
"CB",2007,169,2007-06-18,1.00,1,1,"Chem",23.40,6.5,81.0,1223,104.10,0.085,,,,,,,
"CB",2007,169,2007-06-18,1.25,1,1,"Chem",,,,1260,63.23,0.050,,,,,,,
"CB",2007,169,2007-06-18,1.50,1,1,"Chem",,,,1281,36.74,0.029,,,,,,,
"CB",2007,169,2007-06-18,1.75,1,1,"Chem",,,,1281,19.56,0.015,,,,,,,
"CB",2007,169,2007-06-18,2.00,1,1,"Chem",14.30,0.6,6.2,1256,16.40,0.013,,,,,,,
"CB",2007,169,2007-06-18,2.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2007,184,2007-07-03,0.00,1,1,"Non-chem",25.20,8.0,103.2,1599,1198.10,0.749,,,,,,,
"CB",2007,184,2007-07-03,0.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2007,184,2007-07-03,0.25,1,1,"Non-chem",,,,1765,1034.30,0.586,,,,,,,
"CB",2007,184,2007-07-03,0.50,1,1,"Non-chem",,,,1970,484.90,0.246,,,,,,,
"CB",2007,184,2007-07-03,0.75,1,1,"Non-chem",,,,1945,266.20,0.137,,,,,,,
"CB",2007,184,2007-07-03,1.00,1,1,"Non-chem",22.00,8.3,100.7,741,33.03,0.045,,,,,,,
"CB",2007,184,2007-07-03,1.25,1,1,"Non-chem",,,,701,31.12,0.044,,,,,,,
"CB",2007,184,2007-07-03,1.50,1,1,"Non-chem",,,,720,19.65,0.027,,,,,,,
"CB",2007,184,2007-07-03,1.75,1,1,"Non-chem",,,,661,11.58,0.018,,,,,,,
"CB",2007,184,2007-07-03,2.00,1,1,"Non-chem",16.30,1.2,13.0,615,5.30,0.009,,,,,,,
"CB",2007,199,2007-07-18,0.00,1,1,"Chem",22.10,8.3,100.9,501,303.78,0.606,,,,,,,
"CB",2007,199,2007-07-18,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2007,199,2007-07-18,0.25,1,1,"Chem",,,,499,159.52,0.320,,,,,,,
"CB",2007,199,2007-07-18,0.50,1,1,"Chem",,,,493,89.96,0.182,,,,,,,
"CB",2007,199,2007-07-18,0.75,1,1,"Chem",,,,475,49.97,0.105,,,,,,,
"CB",2007,199,2007-07-18,1.00,1,1,"Chem",21.30,7.3,87.4,470,24.78,0.053,,,,,,,
"CB",2007,199,2007-07-18,1.25,1,1,"Chem",,,,466,16.01,0.034,,,,,,,
"CB",2007,199,2007-07-18,1.50,1,1,"Chem",,,,462,11.85,0.026,,,,,,,
"CB",2007,199,2007-07-18,1.75,1,1,"Chem",,,,448,6.25,0.014,,,,,,,
"CB",2007,199,2007-07-18,2.00,1,1,"Chem",18.70,0.7,8.0,438,3.71,0.008,,,,,,,
"CB",2007,212,2007-07-31,0.00,1,1,"Non-chem",28.40,8.3,113.4,1358,1516.80,,,,,,,,"V"
"CB",2007,212,2007-07-31,0.25,1,1,"Non-chem",,,,1358,953.57,0.702,,,,,,,
"CB",2007,212,2007-07-31,0.50,1,1,"Non-chem",,,,1372,548.52,0.400,,,,,,,
"CB",2007,212,2007-07-31,0.75,1,1,"Non-chem",,,,1357,405.37,0.299,,,,,,,
"CB",2007,212,2007-07-31,1.00,1,1,"Non-chem",26.00,7.8,102.1,1298,235.83,0.182,,,,,,,
"CB",2007,212,2007-07-31,1.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2007,212,2007-07-31,1.25,1,1,"Non-chem",,,,1288,194.86,0.151,,,,,,,
"CB",2007,212,2007-07-31,1.50,1,1,"Non-chem",,,,1284,119.64,0.093,,,,,,,
"CB",2007,212,2007-07-31,1.75,1,1,"Non-chem",,,,1316,71.67,0.054,,,,,,,
"CB",2007,212,2007-07-31,2.00,1,1,"Non-chem",19.90,1.9,22.1,1280,44.32,0.035,,,,,,,
"CB",2007,226,2007-08-14,0.00,1,1,"Quarterly",25.20,7.4,95.4,1169,825.68,0.706,,,,,,,
"CB",2007,226,2007-08-14,0.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2007,226,2007-08-14,0.25,1,1,"Quarterly",,,,1187,584.50,0.492,,,,,,,
"CB",2007,226,2007-08-14,0.50,1,1,"Quarterly",,,,1188,358.48,0.302,,,,,,,
"CB",2007,226,2007-08-14,0.75,1,1,"Quarterly",,,,1195,184.41,0.154,,,,,,,
"CB",2007,226,2007-08-14,1.00,1,1,"Quarterly",24.00,7.1,89.5,1192,133.88,0.112,,,,,,,
"CB",2007,226,2007-08-14,1.25,1,1,"Quarterly",,,,1154,83.71,0.073,,,,,,,
"CB",2007,226,2007-08-14,1.50,1,1,"Quarterly",,,,1144,40.48,0.035,,,,,,,
"CB",2007,226,2007-08-14,1.75,1,1,"Quarterly",,,,1152,23.70,0.021,,,,,,,
"CB",2007,226,2007-08-14,2.00,1,1,"Quarterly",20.80,0.3,3.6,1154,13.01,0.011,,,,,,,
"CB",2007,240,2007-08-28,0.00,1,1,"Non-chem",23.10,8.7,107.8,1132,906.14,0.800,,,,,,,
"CB",2007,240,2007-08-28,0.25,1,1,"Non-chem",,,,1101,493.85,0.449,,,,,,,
"CB",2007,240,2007-08-28,0.50,1,1,"Non-chem",,,,805,205.95,0.256,,,,,,,
"CB",2007,240,2007-08-28,0.75,1,1,"Non-chem",,,,691,101.99,0.148,,,,,,,
"CB",2007,240,2007-08-28,1.00,1,1,"Non-chem",21.10,7.1,84.7,728,70.38,0.097,,,,,,,
"CB",2007,240,2007-08-28,1.25,1,1,"Non-chem",,,,846,55.43,0.066,,,,,,,
"CB",2007,240,2007-08-28,1.50,1,1,"Non-chem",,,,1089,46.53,0.043,,,,,,,
"CB",2007,240,2007-08-28,1.75,1,1,"Non-chem",,,,1086,28.66,0.026,,,,,,,
"CB",2007,240,2007-08-28,2.00,1,1,"Non-chem",18.80,0.4,4.6,1080,17.95,0.017,,,,,,,
"CB",2007,240,2007-08-28,2.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2007,253,2007-09-10,0.00,1,1,"Chem",18.80,6.2,70.6,698,511.18,0.732,,,,,,,
"CB",2007,253,2007-09-10,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2007,253,2007-09-10,0.25,1,1,"Chem",,,,682,223.75,0.328,,,,,,,
"CB",2007,253,2007-09-10,0.50,1,1,"Chem",,,,695,126.01,0.181,,,,,,,
"CB",2007,253,2007-09-10,0.75,1,1,"Chem",,,,638,62.22,0.098,,,,,,,
"CB",2007,253,2007-09-10,1.00,1,1,"Chem",18.90,6.2,70.8,628,37.53,0.060,,,,,,,
"CB",2007,253,2007-09-10,1.25,1,1,"Chem",,,,628,20.62,0.033,,,,,,,
"CB",2007,253,2007-09-10,1.50,1,1,"Chem",,,,633,10.43,0.016,,,,,,,
"CB",2007,253,2007-09-10,1.75,1,1,"Chem",,,,681,8.86,0.013,,,,,,,
"CB",2007,253,2007-09-10,2.00,1,1,"Chem",18.80,5.8,66.1,754,7.56,0.010,,,,,,,
"CB",2007,269,2007-09-26,0.00,1,1,"Non-chem",17.10,8.6,94.6,1390,1016.30,0.731,,,,,,,
"CB",2007,269,2007-09-26,0.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2007,269,2007-09-26,0.25,1,1,"Non-chem",,,,1356,608.99,0.449,,,,,,,
"CB",2007,269,2007-09-26,0.50,1,1,"Non-chem",,,,1307,241.89,0.185,,,,,,,
"CB",2007,269,2007-09-26,0.75,1,1,"Non-chem",,,,1268,226.76,0.179,,,,,,,
"CB",2007,269,2007-09-26,1.00,1,1,"Non-chem",16.70,7.6,82.9,1284,118.59,0.092,,,,,,,
"CB",2007,269,2007-09-26,1.25,1,1,"Non-chem",,,,1392,85.33,0.061,,,,,,,
"CB",2007,269,2007-09-26,1.50,1,1,"Non-chem",,,,1396,56.42,0.040,,,,,,,
"CB",2007,269,2007-09-26,1.75,1,1,"Non-chem",,,,1403,35.91,0.026,,,,,,,
"CB",2007,269,2007-09-26,2.00,1,1,"Non-chem",15.00,3.4,35.8,1399,21.00,0.015,,,,,,,
"CB",2007,283,2007-10-10,0.00,1,1,"Chem",13.60,6.7,68.4,273,184.84,0.677,,,,,,,
"CB",2007,283,2007-10-10,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2007,283,2007-10-10,0.25,1,1,"Chem",,,,265,76.51,0.289,,,,,,,
"CB",2007,283,2007-10-10,0.50,1,1,"Chem",,,,257,39.03,0.152,,,,,,,
"CB",2007,283,2007-10-10,0.75,1,1,"Chem",,,,255,21.16,0.083,,,,,,,
"CB",2007,283,2007-10-10,1.00,1,1,"Chem",13.70,6.4,65.5,257,12.65,0.049,,,,,,,
"CB",2007,283,2007-10-10,1.25,1,1,"Chem",,,,263,6.88,0.026,,,,,,,
"CB",2007,283,2007-10-10,1.50,1,1,"Chem",,,,273,3.23,0.012,,,,,,,
"CB",2007,283,2007-10-10,1.75,1,1,"Chem",,,,302,2.83,0.009,,,,,,,
"CB",2007,283,2007-10-10,2.00,1,1,"Chem",13.70,6.3,64.4,310,1.99,0.006,,,,,,,
"CB",2007,296,2007-10-23,0.00,1,1,"Non-chem",10.50,8.1,77.0,531,354.15,0.667,,,,,,,
"CB",2007,296,2007-10-23,0.25,1,1,"Non-chem",,,,538,142.72,0.265,,,,,,,
"CB",2007,296,2007-10-23,0.50,1,1,"Non-chem",,,,533,63.58,0.119,,,,,,,
"CB",2007,296,2007-10-23,0.75,1,1,"Non-chem",,,,525,31.05,0.059,,,,,,,
"CB",2007,296,2007-10-23,1.00,1,1,"Non-chem",10.20,8.1,76.5,513,14.76,0.029,,,,,,,
"CB",2007,296,2007-10-23,1.00,2,1,"Non-chem",,,,,,,,,,,,,
"CB",2007,296,2007-10-23,1.25,1,1,"Non-chem",,,,550,6.95,0.013,,,,,,,
"CB",2007,296,2007-10-23,1.50,1,1,"Non-chem",,,,504,3.69,0.007,,,,,,,
"CB",2007,296,2007-10-23,1.75,1,1,"Non-chem",,,,498,2.08,0.004,,,,,,,
"CB",2007,296,2007-10-23,2.00,1,1,"Non-chem",10.10,8.0,75.4,479,1.01,0.002,,,,,,,
"CB",2007,312,2007-11-08,0.00,1,1,"Quarterly",4.40,10.8,88.4,291,172.72,0.594,,,,,,,
"CB",2007,312,2007-11-08,0.25,1,1,"Quarterly",,,,291,72.65,0.250,,,,,,,
"CB",2007,312,2007-11-08,0.50,1,1,"Quarterly",,,,291,32.46,0.112,,,,,,,
"CB",2007,312,2007-11-08,0.75,1,1,"Quarterly",,,,292,17.19,0.059,,,,,,,
"CB",2007,312,2007-11-08,1.00,1,1,"Quarterly",4.50,10.9,89.4,293,9.50,0.032,,,,,,,
"CB",2007,312,2007-11-08,1.25,1,1,"Quarterly",,,,294,5.54,0.019,,,,,,,
"CB",2007,312,2007-11-08,1.50,1,1,"Quarterly",,,,295,3.20,0.011,,,,,,,
"CB",2007,312,2007-11-08,1.75,1,1,"Quarterly",,,,296,1.90,0.006,,,,,,,
"CB",2007,312,2007-11-08,2.00,1,1,"Quarterly",4.40,10.9,89.2,295,1.11,0.004,,,,,,,
"CB",2007,312,2007-11-08,2.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2008,28,2008-01-28,0.00,1,1,"Chem",0.50,0.2,1.5,325,1.04,0.003,,,,,,,
"CB",2008,28,2008-01-28,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2008,28,2008-01-28,0.50,1,1,"Chem",,,,324,0.76,0.002,,,,,,,
"CB",2008,28,2008-01-28,0.75,1,1,"Chem",,,,322,0.50,0.002,,,,,,,
"CB",2008,28,2008-01-28,1.00,1,1,"Chem",2.00,0.1,0.8,321,0.33,0.001,,,,,,,
"CB",2008,28,2008-01-28,1.25,1,1,"Chem",,,,320,0.26,0.001,,,,,,,
"CB",2008,28,2008-01-28,1.50,1,1,"Chem",,,,318,0.21,0.001,,,,,,,
"CB",2008,28,2008-01-28,1.75,1,1,"Chem",,,,316,0.17,0.001,,,,,,,
"CB",2008,28,2008-01-28,2.00,1,1,"Chem",3.50,0.1,0.8,315,0.14,0.000,,,,,,,
"CB",2008,56,2008-02-25,0.00,1,1,"Quarterly",0.60,0.3,2.2,1202,1.90,0.002,,,,,,,
"CB",2008,56,2008-02-25,0.75,1,1,"Quarterly",,,,1203,1.20,0.001,,,,,,,
"CB",2008,56,2008-02-25,1.00,1,1,"Quarterly",1.70,0.3,2.3,1209,0.87,0.001,,,,,,,
"CB",2008,56,2008-02-25,1.25,1,1,"Quarterly",,,,1182,0.71,0.001,,,,,,,
"CB",2008,56,2008-02-25,1.50,1,1,"Quarterly",,,,1187,0.67,0.001,,,,,,,
"CB",2008,56,2008-02-25,1.75,1,1,"Quarterly",,,,1212,0.52,0.000,,,,,,,
"CB",2008,56,2008-02-25,2.00,1,1,"Quarterly",3.80,0.3,2.4,1193,0.37,0.000,,,,,,,
"CB",2008,56,2008-02-25,2.00,2,1,"Quarterly",,,,,,,,,,,,,
"CB",2008,84,2008-03-24,0.00,1,1,"Chem",0.30,0.2,1.5,1523,1.79,0.001,,,,,,,
"CB",2008,84,2008-03-24,0.00,2,1,"Chem",,,,,,,,,,,,,
"CB",2008,84,2008-03-24,0.75,1,1,"Chem",,,,1524,1.18,0.001,,,,,,,
